Seeds for the ENGLISH Leaf Green version farmed by po and 10Ben.,,,,,,,,,,,,,,
#,Intro Time ms (GBA),Intro Time ms (NDS),MONO/LR,MONO/L=A,MONO/HELP,STEREO/LR,STEREO/L=A,STEREO/HELP,"MONO/LR, Start","MONO/L=A, Start","MONO/HELP, Start","STEREO/LR, Start","STEREO/L=A, Start","STEREO/HELP, Start"
861,48101,49115,B523,B51A,B510,B535,B534,B52D,B510,480D,D955,B538,B525,B530
862,48118,49132,FE34,FE33,FE2C,FE59,FE46,FE55,FE34,9104,2330,FE4C,FE45,FE44
863,48135,49148,4816,480E,480E,484B,4840,484D,480E,D94C,6BBD,4845,483B,4846
864,48152,49165,911F,910C,9119,9130,9133,9128,910D,2331,B5EB,9134,912E,912A
865,48168,49182,D966,D953,D954,D95C,D953,D95F,D95D,6BB3,F86B,D95D,D94C,D955
866,48185,49199,2344,2343,2344,2367,235F,235F,2346,B5F2,357A,2360,234E,2358
867,48202,49215,6BC4,6BC5,6BC3,6BC4,6BC5,6BBC,6BC5,F866,7930,6BC5,6BBB,6BBD
868,48218,49232,B604,B5FC,B5F3,B622,B60E,B61A,B5F3,3582,C8A2,B619,B60F,B608
869,48235,49249,F877,F86E,F867,F8B0,F89B,F8A6,F867,792F,40DA,F89C,F893,F894
870,48252,49266,3593,358A,3582,35A1,3598,3599,3582,C8AA,7084,35A3,3590,3591
871,48269,49282,794B,7942,7938,7940,7942,7938,7943,40D9,B995,7943,792F,7930
872,48285,49299,C8B2,C8B2,C8AA,C8E7,C8E7,C8DF,C8B3,7083,034A,C8E8,C8DF,C8D7
873,48302,49316,40DF,40E1,40E2,4103,40EF,40F0,40D7,B994,4B73,40FB,40F2,40F3
874,48319,49333,708D,708B,7085,70AC,709E,70A4,708C,0340,955B,70AA,709B,7097
875,48336,49350,B9A5,B9A8,B9A7,B9C7,B9BE,B9BE,B99D,4B72,FC69,B9BF,B9B5,B9B6
876,48352,49366,0351,0348,0352,0366,0367,035E,0352,9563,2AD2,035E,035F,0360
877,48369,49383,4B7C,4B7C,4B74,4B85,4B73,4B74,4B74,FC5E,73EE,4B7B,4B74,4B6C
878,48386,49400,956B,9562,956D,958D,9585,9585,956C,2ADD,9DC8,9586,9571,9572
879,48403,49417,FC79,FC70,FC67,FCB3,FC9C,FC9D,FC67,73F5,E728,FCA6,FC94,FC9E
880,48419,49433,2AE2,2AE1,2AE2,2B05,2AF0,2AFA,2AE2,9DD1,2EFE,2AFA,2AE8,2AF2
881,48436,49450,7406,73FD,73F6,741D,740D,740E,73F6,E727,B48D,7415,740C,7406
882,48453,49467,9DD8,9DD7,9DDA,9DF9,9DE6,9DE7,9DDA,2EFD,D255,9DF1,9DEB,9DE9
883,48470,49484,E741,E72F,E730,E758,E74F,E753,E739,B482,2008,E747,E73E,E73F
884,48486,49500,2F03,2F05,2EFA,2F0C,2EFA,2EFB,2EFA,D254,69AE,2EFB,2EFD,2EF3
885,48503,49517,B49D,B48A,B48B,B4D4,B4C1,B4C9,B498,1FFE,B24D,B4CD,B4C0,B4BA
886,48520,49534,D265,D25C,D254,D29B,D292,D289,D25D,699E,FB02,D289,D280,D281
887,48537,49551,2018,2006,2010,2046,2046,2047,2014,B240,443F,2047,203E,2036
888,48553,49567,69AD,69B8,69AD,69F2,69EB,69E3,69A7,FB04,8E0C,69E9,69DB,69E3
889,48570,49584,B251,B251,B249,B26E,B265,B266,B249,443D,D6C8,B266,B25D,B267
890,48587,49601,FB12,FB09,FB01,FB2A,FB23,FB24,FB01,8E13,17F9,FB1A,FB1C,FB12
891,48604,49618,444F,444D,4447,4474,4464,446C,4447,D6C7,5723,446C,445C,445D
892,48620,49634,8E1C,8E1C,8E20,8E3E,8E2A,8E2B,8E14,17ED,A019,8E2B,8E22,8E2C
893,48637,49651,D6D8,D6CF,D6D0,D700,D6F7,D6EF,D6D0,572C,E814,D6FB,D6F0,D6E7
894,48654,49668,1808,17FF,17F6,17FE,17F5,1800,17F6,A00C,32E2,1800,17F7,17EE
895,48671,49685,573D,572A,5735,5759,5754,5755,5735,E81C,7AA8,5755,5741,5749
896,48687,49702,A01D,A01F,A01F,A045,A03C,A03D,A01F,32E1,C3D8,A03D,A034,A035
897,48704,49718,E82D,E824,E825,E82D,E81B,E825,E81C,7AA7,0947,E825,E813,E814
898,48721,49735,32F2,32E8,32E1,3311,32FD,32FF,32E0,C3D6,565A,32FE,32FF,3301
899,48738,49752,7AB8,7AAF,7AB9,7AB8,7AB8,7AB9,7AB9,094E,9FB3,7AB0,7AB0,7AB1
900,48754,49769,C3E7,C3DE,C3DF,C3DF,C3D6,C3DF,C3DF,5662,E964,C3DF,C3D6,C3D8
901,48771,49785,095F,0958,0959,0977,0970,0971,094F,9FB2,320F,096F,095E,095F
902,48788,49802,5673,566D,5662,566A,5661,5662,5662,E963,7B7C,566B,5659,565A
903,48804,49819,9FC3,9FBA,9FBC,9FC4,9FB1,9FBC,9FBB,3217,A6ED,9FBC,9FA9,9FAA
904,48821,49836,E974,E962,E963,E993,E981,E982,E963,7B84,D450,E98B,E979,E983
905,48838,49852,321F,321F,3217,321F,3221,3217,3222,A6F6,1D3D,3217,3219,320F
906,48855,49869,7B95,7B8C,7B8D,7B8C,7B8C,7B8D,7B84,D43F,662F,7B84,7B7B,7B7C
907,48871,49886,A6FD,A6F4,A6F5,A6FD,A6F4,A6F5,A6F5,1D34,182F,A6F5,A6F6,A6F8
908,48888,49903,D45A,D458,D459,D45A,D458,D45F,D454,662E,47FA,D454,D43F,D450
909,48905,49919,1D4D,1D3C,1D3D,1D4D,1D3C,1D3D,1D45,1836,9577,1D45,1D34,1D35
910,48922,49936,663F,662D,6637,663F,6636,662E,6637,47F8,E10D,6637,662E,662F
911,48938,49953,183F,1836,1842,1858,1856,185A,183F,9570,26E9,1856,184D,1848
912,48955,49970,480E,47F8,4802,4803,4801,4803,4806,E112,629A,47FA,47F0,47F3
913,48972,49987,9589,9577,9581,95A9,9592,959E,957F,26E9,BA33,95A2,958D,958F
914,48989,50003,E123,E11A,E115,E123,E114,E115,E115,6299,0732,E11D,E10C,E10D
915,49005,50020,26FA,26E7,26E7,26EF,26E7,26F2,26E7,BA3B,4C50,26E7,26DC,26E9
916,49022,50037,62B7,62A1,62AD,62B7,62A1,62AD,62A2,0731,8DC3,62AD,6299,629A
917,49039,50054,BA4B,BA46,BA45,BA66,BA5B,BA62,BA46,4C45,CF27,BA5E,BA54,BA4E
918,49056,50070,0742,073B,073A,0762,0757,0758,073A,8DC2,14AB,0750,074F,0748
919,49072,50087,4C57,4C52,4C4B,4C5D,4C4D,4C4F,4C58,CF1E,5E2D,4C56,4C4D,4C47
920,49089,50104,8DE0,8DCA,8DCB,8DD3,8DCA,8DCB,8DD4,14AC,D331,8DD4,8DC2,8DCC
921,49106,50121,CF2F,CF2E,CF27,CF37,CF2E,CF27,CF27,5E34,0EA9,CF27,CF1E,CF1F
922,49123,50137,14BB,14B2,14B3,14BB,14B2,14B4,14A9,D32A,5715,14A9,14A0,14AB
923,49139,50154,5E48,5E34,5E3F,5E48,5E34,5E35,5E35,0EA8,A385,5E35,5E34,5E2D
924,49156,50171,D33B,D332,D333,D353,D34A,D34B,D32C,571D,E9D3,D344,D342,D349
925,49173,50188,0EC1,0EB8,0EB9,0ED6,0EDA,0ECE,0EB9,A38C,331E,0ECE,0EC5,0ED3
926,49190,50204,5726,571D,5726,572E,5725,571E,571E,E9D2,8068,571E,571D,5716
927,49206,50221,A39D,A38C,A395,A395,A38C,A395,A38D,331D,B8DD,A38D,A38C,A385
928,49223,50238,E9E3,E9D1,E9D2,E9E4,E9DA,E9D2,E9DB,8065,0EBC,E9DB,E9C9,E9D3
929,49240,50255,332E,3325,3326,332E,331C,3326,3326,B8DA,3BD2,3326,331D,331E
930,49257,50271,8076,806D,8066,808F,807D,807E,8066,0EBB,88B3,807E,807E,8080
931,49273,50288,B8F5,B8E9,B8E7,B90F,B909,B8FC,B8E9,3BDB,CE3B,B8FE,B8F0,B8FE
932,49290,50305,0ECC,0EC3,0EC4,0ECC,0EBB,0EBC,0EC4,88B2,17AB,0EC4,0EBB,0EBC
933,49307,50322,3BEB,3BE2,3BDA,3BE2,3BD9,3BDA,3BDA,CE31,93FA,3BE3,3BDB,3BDB
934,49324,50339,88BA,88B1,88BB,88BA,88BA,88BB,88B2,17B2,C0AA,88B2,88B2,88B3
935,49340,50355,CE42,CE39,CE44,CE4C,CE42,CE44,CE3A,93F1,09D9,CE3A,CE3A,CE3B
936,49357,50372,17C3,17B2,17B3,17C3,17B2,17B3,17BB,C09F,5360,17BB,17B2,17B6
937,49374,50389,9402,93F9,93FA,9438,9437,9430,9402,09D8,9C06,9438,9427,9430
938,49390,50406,C0B9,C0A7,C0B1,C0E5,C0E6,C0DD,C0B1,5360,E4E9,C0E7,C0DE,C0D5
939,49407,50422,09F1,09E0,09E1,0A28,0A1F,0A20,09E9,9BF9,11B5,0A14,0A18,0A19
940,49424,50439,5375,5368,5369,53B0,539D,539E,536D,E4F2,59CA,539E,539E,53A0
941,49441,50456,9C0A,9C0C,9C0D,9C33,9C2A,9C2B,9C02,11AD,A1DA,9C2C,9C18,9C23
942,49457,50473,E4F9,E4FA,E4FB,E51B,E509,E513,E4F1,59C9,CDB3,E514,E501,E50B
943,49474,50489,11BE,11BC,11C0,1200,11F4,11F5,11BD,A1D9,FCEB,11F5,11E2,11ED
944,49491,50506,59E3,59DA,59DB,59F8,59F8,59F8,59DB,CDBB,45FD,59F8,59F0,59F0
945,49508,50523,A1E0,A1D7,A1D8,A1EA,A1E2,A1E2,A1E3,FCE2,8FE2,A1D8,A1DA,A1D0
946,49524,50540,CDCE,CDBA,CDC4,CDEE,CDD8,CDD9,CDC4,45F2,40AD,CDD9,CDDA,CDD1
947,49541,50556,FCFE,FCF2,FCEC,FCFB,FCEB,FD07,FCEC,8FED,72A0,FCEC,FCE2,FCEB
948,49558,50573,460E,4602,4605,4603,4604,45FB,45FB,40B2,BBBB,4603,45FC,45FE
949,49575,50590,8FFB,8FE9,8FEA,9018,9006,9007,8FF1,72A6,056D,9010,900A,9000
950,49591,50607,40C5,40B4,40B5,40FE,40EA,40EB,40BB,BBAC,4DDA,40F6,40E9,40EA
951,49608,50624,72B3,72AB,72AD,72E1,72D8,72DB,72A2,0579,96CD,72E3,72D7,72DC
952,49625,50640,BBC0,BBBD,BBBE,BBFE,BBED,BBF4,BBC1,4DDA,F034,BBE9,BBE1,BBEE
953,49642,50657,057F,0576,0577,05C2,05B9,05AD,057E,96C3,29DB,05BA,05B0,05B2
954,49658,50674,4DEC,4DE2,4DEC,4E10,4E07,4E03,4DE3,F033,72CF,4E07,4DF7,4E01
955,49675,50691,96CF,96D6,96CD,96EC,96EC,96E2,96CF,29DD,BC39,96E3,96DB,96DA
956,49692,50707,F04F,F03B,F03C,F064,F05B,F064,F03C,72D7,0453,F05C,F05B,F054
957,49709,50724,29ED,29E5,29E5,2A0D,2A04,29FD,29ED,BC45,48F2,2A05,29F4,29F2
958,49725,50741,72DD,72DF,72D8,72FE,72F2,72FB,72D3,0454,97F1,7300,72ED,72F7
959,49742,50758,BC49,BC4B,BC4F,BC6F,BC60,BC61,BC43,48F9,F5C6,BC61,BC58,BC62
960,49759,50774,045B,0452,0458,045B,0452,0458,045C,97F4,2884,045D,044A,0452
961,49776,50791,490A,48F9,4902,490A,48F9,4902,48FA,F5C3,75F7,48FA,48F1,48FB
962,49792,50808,9801,97F4,9803,9828,9814,9820,9801,2883,BFD8,9820,9816,9817
963,49809,50825,F5C9,F5CB,F5C1,F5C9,F5CB,F5CC,F5C1,75FF,E44E,F5C1,F5B8,F5C4
964,49826,50841,2894,2882,288C,2894,2882,288C,2883,BFCC,2D7C,2883,2883,2884
965,49843,50858,7607,7604,75FF,7607,7603,75FF,7608,0423,6F31,7608,75FF,75F7
966,49859,50875,BFE6,BFD1,BFD5,BFFE,BFEC,BFEC,E44C,51B7,AE53,BFF5,E444,BFEC
967,49876,50892,042C,042B,0424,0434,042B,042C,2D7A,9B8C,F629,042C,2D72,041C
968,49893,50908,51C5,51BB,51BD,51C5,51BB,51BD,6F32,E444,7084,51BC,6F29,51B4
969,49910,50925,9B94,9B90,9B93,9BB6,9BB1,9BA8,AE5B,2D72,9AEF,9BB1,AE6B,9BA0
970,49926,50942,E45C,E445,E44A,E452,E451,E452,F631,6F29,ED56,E44C,F628,E44E
971,49943,50959,2D82,2D78,2D7A,2D89,2D78,2D86,708C,AE52,371E,2D7A,709F,2D79
972,49960,50976,6F3A,6F38,6F39,6F41,6F38,6F32,9AF6,F628,7FD2,6F32,9AE4,6F31
973,49976,50992,AE63,AE5D,AE5B,AE7A,AE75,AE72,ED55,7087,C908,AE72,ED4C,AE6A
974,49993,51009,F642,F639,F631,F642,F630,F631,3726,9AEE,123D,F631,3732,F629
975,50010,51026,7094,708B,708C,70AC,70A3,70A4,7FE3,ED4C,687C,70A4,7FD1,709C
976,50027,51043,9AF5,9AEC,9AF8,9AFF,9AF7,9AF8,C91A,3713,A6D8,9AF6,C911,9AE5
977,50043,51059,ED6A,ED5D,ED5E,ED66,ED5D,ED5E,124F,7FDA,CEFB,ED62,123C,ED56
978,50060,51076,3724,3725,371C,3743,3744,373B,6884,C907,185C,3745,6894,373D
979,50077,51093,7FE2,7FD9,7FE3,7FEB,7FD9,7FE3,A6E9,1246,6124,7FE3,A6F5,7FD2
980,50094,51110,C918,C90F,C91A,C918,C91C,C91A,CEF8,687B,AA6A,C91A,CEFA,C908
981,50110,51126,124D,124E,124F,124D,124E,124F,1864,A6D7,2D6A,124F,1867,123D
982,50127,51143,6897,688D,688E,68AF,68A5,68A6,612C,CEFA,4C48,689D,6123,6895
983,50144,51160,A6F0,A6E7,A6E9,A70F,A6FD,A707,AA7E,185B,95BF,A6FE,AA73,A6F6
984,50161,51177,CF00,CEF7,CF03,CF0B,CEF7,CEF8,2D67,6123,D9B0,CEF8,2DCA,CEFB
985,50177,51193,186C,1863,1864,186C,186C,1864,4C48,AA73,271E,1864,4C7D,185C
986,50194,51210,6136,612B,6122,6136,612B,612C,95C7,2D5E,7061,612C,95FB,6124
987,50211,51227,AA84,AA71,AA72,AA84,AA71,AA72,D9AF,4C47,BA0C,AA7C,D9CD,AA6A
988,50228,51244,2D6F,2D66,2D67,2DDB,2DD2,2DD3,272E,95BE,02FB,2DD3,2735,2DD7
989,50244,51260,4C58,4C46,4C50,4C85,4C7C,4C86,7069,D9AF,4B70,4C7D,7076,4C80
990,50261,51277,95CF,95CF,95D0,9605,9603,9604,BA14,271D,8E57,95FD,BA23,95FF
991,50278,51294,D9B7,D9AE,D9B8,D9D5,D9CC,D9D6,0302,7058,CC89,D9CD,030D,D9C5
992,50295,51311,272E,272F,272E,2746,273D,2746,4B6F,BA13,144D,273E,4B64,273E
993,50311,51328,7071,7060,7061,7090,7086,7087,8E5F,02F6,5E97,707F,8E6A,7077
994,50328,51344,BA1C,BA13,BA1E,BA3C,BA2B,BA34,CC9A,4B6E,A6D0,BA36,CCB0,BA24
995,50345,51361,030A,02FE,02F8,0326,0315,031E,1455,8E4B,EFFF,0316,144C,031A
996,50362,51378,4B7F,4B76,4B78,4B80,4B6C,4B6F,5EA1,CC88,3A0E,4B6F,5EAB,4B67
997,50378,51395,8E5C,8E53,8E54,8E7B,8E7C,8E73,A6CE,144C,8278,8E73,A6CF,8E75
998,50395,51411,CCA3,CC90,CC91,CCB8,CCAF,CCB0,EFFE,5E8D,CBC1,CCBA,F001,CCA8
999,50412,51428,1453,1454,1455,1453,1454,144B,3A0C,A6C5,1117,1455,3A1B,1450
1000,50429,51445,5E9E,5E95,5E9F,5EBC,5EB3,5EBD,828A,EFFE,5E1F,5EB4,8277,5EAC
1001,50445,51462,A6E0,A6CD,A6DA,A6D6,A6CD,A6D7,CBBD,3A0B,A774,A6D7,CBB4,A6CF
1002,50462,51478,F00F,EFFD,EFFE,F006,F006,EFFE,111F,8277,F0CD,EFFE,113D,EFFF
1003,50479,51495,3A1E,3A13,3A0C,3A36,3A2A,3A24,5E30,CBB4,1E16,3A24,5E1E,3A23
1004,50496,51512,8291,827F,8280,8288,827F,828A,A77E,1120,4D19,8280,A772,8278
1005,50512,51529,CBCE,CBBC,CBC6,CBCE,CBC8,CBC6,F0C8,5E27,95FD,CBC6,F0C9,CBC1
1006,50529,51545,1131,111E,111F,114E,113B,113C,1E29,A772,DF6E,1146,1E15,1134
1007,50546,51562,5E2F,5E30,5E31,5E39,5E26,5E27,4D10,F0C9,9074,5E30,4CFF,5E1F
1008,50562,51579,A783,A771,A772,A783,A771,A77B,9605,1E15,BF88,A772,95FC,A773
1009,50579,51596,F0DB,F0C7,F0D3,F0DB,F0D1,F0C8,DF77,4CFF,0F08,F0D2,DF7C,F0CB
1010,50596,51613,1E2F,1E1D,1E1E,1E2F,1E1D,1E1E,907C,95FC,5AF2,1E29,9073,1E1F
1011,50613,51629,4D18,4D18,4D1F,4D18,4D20,4D1F,BF9A,DF64,9D2E,4D10,BF91,4D19
1012,50629,51646,9605,95FC,95FD,9605,95FC,95FD,0F08,906A,EAE7,95FD,0F1B,95FD
1013,50646,51663,DF75,DF76,DF87,DF8D,DF9F,DF9D,5AFA,BF91,379F,DF8F,5AF1,DF8E
1014,50663,51680,9085,907B,907C,9084,907C,907C,9D28,0EFF,6F68,907D,9D2D,906B
1015,50680,51696,BF98,BF8F,BF90,BFA2,BF8F,BF90,EAE3,5AF1,C628,BF9A,EAFE,BF88
1016,50696,51713,0F17,0F0E,0F0F,0F38,0F2F,0F30,37B0,9D2D,07B0,0F24,37BD,0F27
1017,50713,51730,5B02,5AF9,5AFA,5B0C,5AF9,5B04,6F70,EAE6,4929,5AFA,6F67,5AFC
1018,50730,51747,9D3E,9D34,9D2D,9D3E,9D2C,9D2D,C630,37A7,8EA6,9D28,C629,9D2E
1019,50747,51763,EAF4,EAE3,EAEC,EB0E,EAFB,EB06,07B8,6F72,D8A5,EAFE,07B2,EAF6
1020,50763,51780,37B8,37AF,37A7,37D7,37C5,37CF,4937,C621,50D4,37CF,4928,37BE
1021,50780,51797,6F83,6F7A,6F70,6F78,6F6F,6F70,8EB7,07AF,82DD,6F7B,8EAE,6F73
1022,50797,51814,C638,C62F,C630,C638,C627,C630,D8A4,4931,CBE1,C630,D8B2,C628
1023,50814,51830,07C3,07BA,07B8,07C0,07AD,07AE,50E4,8EAE,19C0,07B8,510A,07B0
1024,50830,51847,493F,4939,493A,493F,4939,493A,82E5,D89B,5BBA,4937,831B,4929
1025,50847,51864,8EBF,8EAD,8EB7,8EBF,8EAD,8EB7,CBF2,50DB,A4CC,8EB7,CC18,8EA6
1026,50864,51881,D8AC,D8AC,D8AD,D8C3,D8C3,D8C4,19CA,82E5,F2FD,D8BB,19EB,D8BD
1027,50881,51897,50EC,50DB,50E6,5124,5119,511D,5BC2,CBE0,3745,511C,5BD4,510B
1028,50897,51914,82ED,82E4,82EE,832A,8321,831B,A4CB,19B4,7FAE,831B,A4E2,8313
1029,50914,51931,CBFA,CBF1,CBE9,CC29,CC29,CC2B,F30D,5BB9,A715,CC21,F332,CC24
1030,50931,51948,19CC,19C9,19C4,19FC,19F3,19FD,3756,A4CB,FBB2,19FD,3761,19EC
1031,50948,51965,5BC4,5BC1,5BBC,5BEF,5BDC,5BDD,7FB6,F2FC,4121,5BDD,7FA4,5BDD
1032,50964,51981,A4D3,A4D3,A4D6,A4F2,A4E0,A4EA,A726,374D,8B9C,A4EA,A73B,A4E2
1033,50981,51998,F315,F304,F30D,F34B,F342,F33B,FBAE,7FA4,1021,F33B,FBA5,F33F
1034,50998,52015,375E,374C,3756,3778,3769,3770,4120,A714,3E1C,3770,4117,3768
1035,51015,52032,7FB6,7FAC,7FB6,7FBE,7FB5,7FAE,8BAB,FBA5,874E,7FAF,8BC2,7FA7
1036,51031,52048,A725,A71C,A71D,A742,A739,A73A,1033,4115,D105,A744,1057,A73C
1037,51048,52065,FBB6,FBAD,FBAE,FBBF,FBAD,FBB7,3E24,8BA5,1984,FBBA,3E46,FBAF
1038,51065,52082,4128,4128,4120,4131,411F,4120,8756,1020,6259,4120,877A,4118
1039,51081,52099,8BAC,8BA3,8BA4,8BD2,8BC1,8BCA,D103,3E12,AB8C,8BCA,D139,8BC2
1040,51098,52115,1031,1032,1029,1068,1068,1060,198C,874D,F555,1069,1999,1058
1041,51115,52132,3E23,3E24,3E1B,3E57,3E58,3E4F,6261,D0FA,3E69,3E4F,626E,3E47
1042,51132,52149,8755,874C,874D,8794,8782,8783,AB9D,197B,6BE0,878F,ABAA,877B
1043,51148,52166,D10B,D102,D103,D14A,D137,D144,F55C,6260,7BF5,D144,F56B,D130
1044,51165,52182,1994,198B,198C,19B2,19A1,19A2,3E71,AB8B,BFE2,19AA,3E91,199A
1045,51182,52199,6271,6260,6261,628A,6276,6277,6BE9,F549,0F81,6281,6BFC,627A
1046,51199,52216,AB9C,AB93,AB9D,ABBB,ABBA,ABB3,7C08,3E72,B46E,ABBB,7BFB,ABAB
1047,51215,52233,F55A,F55B,F55C,F573,F573,F574,BFF6,6BDF,EFF8,F574,BFE7,F56C
1048,51232,52250,3E83,3E7D,3E7B,3EA2,3E8F,3E90,0F89,7BF3,38FF,3E9A,0FA7,3E92
1049,51249,52266,6BE6,6BDD,6BDE,6C05,6C04,6BFD,B46F,BFE7,82DE,6BFD,B46D,6BF5
1050,51266,52283,7C0C,7BFB,7C04,7C0C,7C08,7BFD,F000,0F80,E08C,7C07,EFED,7BF5
1051,51282,52300,BFEE,BFE5,BFF5,BFFF,BFE5,BFF5,390F,B46D,15DB,BFE8,390A,BFE2
1052,51299,52317,0F95,0F88,0F89,0FB8,0FA7,0FA8,82ED,EFED,6EF8,0FA8,8303,0FA0
1053,51316,52333,B47E,B47A,B46F,B47E,B475,B46F,E094,3909,A8EC,B46F,E0BA,B467
1054,51333,52350,F008,EFFF,EFF6,F008,EFFF,EFF6,15E3,82E4,F141,F000,160F,EFEE
1055,51349,52367,391B,3911,3910,391B,3911,3910,6F00,E081,3A22,390F,6F2F,3908
1056,51366,52384,82F4,82E5,82EC,8308,82FF,8303,A8F4,15CD,84CF,830A,A922,82F8
1057,51383,52400,E09C,E093,E08A,E0CB,E0C2,E0C3,F154,6F02,CCA4,E0C3,F168,E0BB
1058,51400,52417,15EB,15E2,15D6,1621,1617,1618,3A2A,A8EB,2404,1618,3A44,1610
1059,51416,52434,6F13,6F0A,6F0B,6F48,6F3F,6F43,84D0,F140,59CF,6F40,8509,6F30
1060,51433,52451,A8FC,A8F3,A8F4,A92A,A921,A92D,CCAE,3A2A,A653,A92B,CCBA,A91A
1061,51450,52467,F15B,F155,F149,F179,F166,F167,2414,84CE,EFBE,F171,240B,F15F
1062,51467,52484,3A3D,3A29,3A33,3A55,3A42,3A43,59CE,CCAA,39F9,3A4D,59EC,3A45
1063,51483,52501,84E2,84D6,84D0,8518,8505,8510,A662,240B,821D,8510,A663,84FE
1064,51500,52518,CCAD,CCA4,CCA5,CCD5,CCC2,CCCF,EFB8,59CF,CB55,CCC3,EFB1,CCBB
1065,51517,52534,2414,240B,240C,2414,240B,2414,39F8,A661,14B2,2414,3A19,2404
1066,51534,52551,59D2,59CD,59CE,59FC,59F1,59EB,8225,EFBA,5E66,59EC,8219,59EC
1067,51550,52568,A66E,A65F,A668,A65F,A65F,A666,CB5D,39F1,CCA2,A662,CB65,A653
1068,51567,52585,EFCD,EFC3,EFC5,EFCD,EFB8,EFC5,14BA,8225,021C,EFC6,14BA,EFB0
1069,51584,52602,3A0B,3A03,39F8,3A2B,3A21,3A18,5E79,CB65,4B57,3A22,5E7B,3A1A
1070,51601,52618,8224,822B,821C,8233,8225,821C,CCAD,14B1,94FC,8225,CCD5,8215
1071,51617,52635,CB64,CB6B,CB5C,CB64,CB6B,CB5C,0227,5E66,DFCB,CB5D,0251,CB5D
1072,51634,52652,14C6,14B9,14C4,14C6,14B9,14C4,4B56,CC9A,17CF,14BA,4B8D,14B2
1073,51651,52669,5E7C,5E6E,5E74,5E98,5E84,5E8E,9501,021E,6172,5E91,952F,5E7E
1074,51667,52685,CCAB,CCA2,CCAA,CCE6,CCD2,CCDE,DFD3,4B57,A59D,CCD3,E004,CCD6
1075,51684,52702,0224,0223,0224,0259,0250,0251,17E1,94F0,F2D3,025A,17F9,0252
1076,51701,52719,4B67,4B55,4B5F,4BA0,4B8B,4B8C,616E,DFD3,3D17,4B94,6180,4B8C
1077,51718,52736,9501,94F8,94F9,9537,9537,9538,A59C,17CE,8545,952F,A5B0,9527
1078,51734,52752,DFE6,DFDB,DFD3,E015,E00D,E00E,F2DB,616F,DE86,E00D,F2D1,E005
1079,51751,52769,17DF,17E0,17D7,1801,1800,17F9,3D26,A5A0,18FD,17F9,3D3A,17FC
1080,51768,52786,6180,616D,6178,6191,6187,6188,8546,F2E0,60FF,6188,8548,6180
1081,51785,52803,A5AB,A5A3,A59D,A5CA,A5C4,A5C1,DE8E,3D1D,AA63,A5C4,DE8D,A5BB
1082,51801,52819,F2E3,F2E6,F2DB,F2EC,F2D9,F2E5,1905,8548,F376,F2DB,1921,F2D3
1083,51818,52836,3D33,3D1E,3D26,3D4C,3D42,3D43,6107,DE8D,3D57,3D43,6109,3D2F
1084,51835,52853,854E,8550,8546,854E,8550,8546,AA70,18F0,AAC8,854D,AA5C,8545
1085,51852,52870,DE9E,DE8D,DE8E,DE96,DE8D,DE96,F37E,6109,CBB1,DE96,F380,DE86
1086,51868,52886,1901,18F8,1905,1927,191E,1928,3D5F,AA5C,16BB,1928,3D69,1921
1087,51885,52903,6117,6107,6113,611B,6112,610F,AAD0,F380,5DBC,610F,AB09,6107
1088,51902,52920,AA6A,AA64,AA6B,AA6A,AA6C,AA6B,CBB2,3D56,A680,AA6D,CBD8,AA65
1089,51919,52937,F390,F37D,F388,F390,F37D,F388,16C1,AAD0,EB1B,F37E,171F,F376
1090,51935,52954,3D5D,3D54,3D5F,3D73,3D71,3D73,5DBA,CBAA,397E,3D73,5DDE,3D6B
1091,51952,52970,AAE1,AACF,AADB,AB18,AB0F,AB10,A680,16BA,8491,AB10,A68E,AB0A
1092,51969,52987,CBB3,CBAB,CBB4,CBF4,CBE1,CBEA,EB26,5DB3,CACF,CBEC,EB2F,CBE5
1093,51986,53004,16C1,16C0,16C5,1737,1730,1729,3984,A676,0D9E,1731,3993,1729
1094,52002,53021,5DC0,5DBB,5DC7,5DEB,5DE3,5DE5,848D,EB1A,4E1A,5DE1,84A5,5DD2
1095,52019,53037,A68F,A685,A689,A69E,A69C,A696,CAD2,397C,9395,A696,CAD7,A68B
1096,52036,53054,EB22,EB22,EB1A,EB40,EB37,EB41,0DA6,8488,DDEB,EB41,0DC4,EB30
1097,52053,53071,3980,3980,3986,399C,3993,3993,4E22,CAD5,5652,399C,4E37,3999
1098,52069,53088,849F,8490,8491,84BF,84AD,84AE,939D,0DA6,8E32,84AF,9394,84B0
1099,52086,53104,CADF,CADE,CADC,CADF,CAE0,CAD8,DDE8,4E19,D75A,CADF,DDFE,CACF
1100,52103,53121,0DB7,0DAE,0DA6,0DCD,0DCC,0DC5,564D,938A,2362,0DC5,5651,0DC8
1101,52120,53138,4E2A,4E21,4E22,4E53,4E3F,4E49,8E3A,DDDF,69F6,4E40,8E27,4E41
1102,52136,53155,93A5,939C,939D,939B,9392,939D,D76B,564F,B3AC,9393,D759,938B
1103,52153,53171,DDFA,DDE7,DDF2,DE18,DE06,DE10,2373,8E31,FE90,DE07,2378,DE08
1104,52170,53188,5655,5655,565A,5655,564C,5656,6A06,D759,40F9,564D,69F5,564E
1105,52187,53205,8E38,8E2F,8E3A,8E38,8E2F,8E3A,B3AA,2361,8EBB,8E30,B3BD,8E32
